,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,Weekend
855,855,Bentleigh East,14 Vasey St,3,h,1085000.0,S,Woodards,2016-10-15,13.9,3165,3,2,4,710.0,126.0,1970,Glen Eira,-37.9348,145.0634,Southern Metropolitan,10969,"-37.9348, 145.0634",St,1
856,856,Bentleigh East,32a Argyle St,3,t,920000.0,S,Buxton,2016-04-16,13.9,3165,3,2,1,343.0,126.0,1970,Glen Eira,-37.9112,145.0738,Southern Metropolitan,10969,"-37.9112, 145.0738",St,1
857,857,Bentleigh East,12 Barrani St,3,h,1050000.0,S,Woodards,2016-04-16,13.9,3165,3,1,4,726.0,131.0,1950,Glen Eira,-37.9117,145.0695,Southern Metropolitan,10969,"-37.9117, 145.0695",St,1
858,858,Bentleigh East,45 Browns Rd,3,h,1560000.0,S,Woodards,2016-04-16,13.9,3165,3,1,2,841.0,126.0,1970,Glen Eira,-37.9217,145.056,Southern Metropolitan,10969,"-37.9217, 145.056",Rd,1
859,859,Bentleigh East,25 Glover St,4,h,800000.0,PI,Hodges,2016-04-16,13.9,3165,4,2,2,601.0,126.0,1970,Glen Eira,-37.9278,145.08100000000005,Southern Metropolitan,10969,"-37.9278, 145.081",St,1
860,860,Bentleigh East,21 Highview Rd,2,h,722000.0,S,Buxton,2016-04-16,13.9,3165,2,2,1,201.0,79.0,2005,Glen Eira,-37.9293,145.0657,Southern Metropolitan,10969,"-37.9293, 145.0657",Rd,1
861,861,Bentleigh East,18 Normanby Rd,3,h,930000.0,SP,Buxton,2016-04-16,13.9,3165,3,1,2,588.0,133.0,1960,Glen Eira,-37.9286,145.069,Southern Metropolitan,10969,"-37.9286, 145.069",Rd,1
862,862,Bentleigh East,93 Tudor St,3,h,921000.0,S,Buxton,2016-04-16,13.9,3165,3,2,1,291.0,119.0,2000,Glen Eira,-37.919,145.0829,Southern Metropolitan,10969,"-37.919, 145.0829",St,1
863,863,Bentleigh East,23 York St,4,h,1035000.0,PI,other,2016-04-16,13.9,3165,3,1,2,610.0,160.0,1950,Glen Eira,-37.9193,145.0691,Southern Metropolitan,10969,"-37.9193, 145.0691",St,1
864,864,Bentleigh East,2/34 Adrian St,3,u,720000.0,PI,Gary,2016-07-16,13.9,3165,3,2,1,228.0,126.0,1996,Glen Eira,-37.9329,145.0617,Southern Metropolitan,10969,"-37.9329, 145.0617",St,1
865,865,Bentleigh East,20 Elizabeth St,3,h,1185000.0,S,hockingstuart,2016-07-16,13.9,3165,3,1,2,618.0,126.0,1970,Glen Eira,-37.9228,145.0527,Southern Metropolitan,10969,"-37.9228, 145.0527",St,1
866,866,Bentleigh East,7 England St,4,h,1352000.0,S,hockingstuart,2016-07-16,13.9,3165,4,2,2,618.0,196.0,1950,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969,"-37.9252, 145.0562",St,1
867,867,Bentleigh East,11b Lilac St,4,t,1005000.0,SP,Woodards,2016-07-16,13.9,3165,4,2,2,296.0,205.0,2006,Glen Eira,-37.9197,145.05700000000004,Southern Metropolitan,10969,"-37.9197, 145.057",St,1
868,868,Bentleigh East,53 Molden St,2,u,761000.0,S,Ray,2016-07-16,13.9,3165,2,1,2,282.0,126.0,1970,Glen Eira,-37.9073,145.0599,Southern Metropolitan,10969,"-37.9073, 145.0599",St,1
869,869,Bentleigh East,790 North Rd,5,h,1600000.0,S,Buxton,2016-07-16,13.9,3165,4,2,2,659.0,315.0,1930,Glen Eira,-37.906,145.0547,Southern Metropolitan,10969,"-37.906, 145.0547",Rd,1
870,870,Bentleigh East,26 Almurta Rd,3,h,1200000.0,S,hockingstuart,2016-09-17,13.9,3165,3,1,1,721.0,120.0,1970,Glen Eira,-37.9244,145.0665,Southern Metropolitan,10969,"-37.9244, 145.0665",Rd,1
871,871,Bentleigh East,1/57 Brooks St,3,h,780000.0,PI,Buxton,2016-09-17,13.9,3165,3,2,2,421.0,126.0,1950,Glen Eira,-37.9168,145.0809,Southern Metropolitan,10969,"-37.9168, 145.0809",St,1
872,872,Bentleigh East,48a Celia St,4,t,1250000.0,PI,Buxton,2016-09-17,13.9,3165,4,2,2,314.0,231.0,2010,Glen Eira,-37.9299,145.0598,Southern Metropolitan,10969,"-37.9299, 145.0598",St,1
873,873,Bentleigh East,30 Chauvel St,3,h,750000.0,PI,Buxton,2016-09-17,13.9,3165,3,2,1,337.0,126.0,1970,Glen Eira,-37.9115,145.0844,Southern Metropolitan,10969,"-37.9115, 145.0844",St,1
874,874,Bentleigh East,36 Kennedy St,3,h,1300000.0,S,Woodards,2016-09-17,13.9,3165,3,1,4,746.0,126.0,1970,Glen Eira,-37.9198,145.0787,Southern Metropolitan,10969,"-37.9198, 145.0787",St,1
875,875,Bentleigh East,5 Kennedy St,5,h,1475000.0,S,Woodards,2016-09-17,13.9,3165,5,2,2,729.0,126.0,1970,Glen Eira,-37.9191,145.075,Southern Metropolitan,10969,"-37.9191, 145.075",St,1
876,876,Bentleigh East,8 Leo St,4,h,1110000.0,S,Buxton,2016-09-17,13.9,3165,4,2,2,583.0,176.0,1960,Glen Eira,-37.9262,145.0624,Southern Metropolitan,10969,"-37.9262, 145.0624",St,1
877,877,Bentleigh East,42 Marlborough St,2,u,835000.0,S,Woodards,2016-09-17,13.9,3165,2,2,1,362.0,126.0,1970,Glen Eira,-37.9149,145.0676,Southern Metropolitan,10969,"-37.9149, 145.0676",St,1
878,878,Bentleigh East,11 Moylan St,4,h,1690000.0,S,Gary,2016-09-17,13.9,3165,4,2,2,700.0,165.0,1950,Glen Eira,-37.9117,145.0534,Southern Metropolitan,10969,"-37.9117, 145.0534",St,1
879,879,Bentleigh East,42 Paloma St,3,u,791000.0,S,Woodards,2016-09-17,13.9,3165,3,3,1,391.0,122.0,1950,Glen Eira,-37.9149,145.0788,Southern Metropolitan,10969,"-37.9149, 145.0788",St,1
880,880,Bentleigh East,601 South Rd,3,h,900000.0,VB,other,2016-09-17,13.9,3165,3,1,3,780.0,140.0,1940,Glen Eira,-37.9347,145.0507,Southern Metropolitan,10969,"-37.9347, 145.0507",Rd,1
881,881,Bentleigh East,1/51 Valkstone St,3,h,1189000.0,S,hockingstuart,2016-09-17,13.9,3165,4,2,2,337.0,126.0,2010,Glen Eira,-37.9144,145.0582,Southern Metropolitan,10969,"-37.9144, 145.0582",St,1
882,882,Bentleigh East,75 Victor Rd,3,t,825000.0,S,hockingstuart,2016-09-17,13.9,3165,3,1,1,642.0,126.0,1970,Glen Eira,-37.9269,145.0787,Southern Metropolitan,10969,"-37.9269, 145.0787",Rd,1
883,883,Bentleigh East,2/11 Francesco St,3,t,1030000.0,S,Buxton,2017-03-18,13.9,3165,3,2,2,327.0,126.0,1970,Glen Eira,-37.9195,145.0555,Southern Metropolitan,10969,"-37.9195, 145.0555",St,1
884,884,Bentleigh East,2/40 Francesco St,3,t,970000.0,S,other,2017-03-18,13.9,3165,3,2,2,267.0,156.0,2000,Glen Eira,-37.9176,145.0566,Southern Metropolitan,10969,"-37.9176, 145.0566",St,1
885,885,Bentleigh East,16 Greenview Ct,3,h,930000.0,S,hockingstuart,2017-03-18,13.9,3165,3,1,2,580.0,126.0,1970,Glen Eira,-37.9369,145.0751,Southern Metropolitan,10969,"-37.9369, 145.0751",Ct,1
886,886,Bentleigh East,5 Malane St,4,h,1510000.0,SP,C21,2017-03-18,13.9,3165,4,2,2,640.0,126.0,1970,Glen Eira,-37.9198,145.0545,Southern Metropolitan,10969,"-37.9198, 145.0545",St,1
887,887,Bentleigh East,2/1 Mervin St,3,t,1240000.0,S,Buxton,2017-03-18,13.9,3165,3,2,2,518.0,126.0,1970,Glen Eira,-37.9316,145.0542,Southern Metropolitan,10969,"-37.9316, 145.0542",St,1
888,888,Bentleigh East,1002 North Rd,3,h,823000.0,S,C21,2017-03-18,13.9,3165,3,2,2,213.0,143.0,2003,Glen Eira,-37.9079,145.0707,Southern Metropolitan,10969,"-37.9079, 145.0707",Rd,1
889,889,Bentleigh East,27 Parkmore Rd,4,h,1310000.0,S,Woodards,2017-03-18,13.9,3165,4,2,2,606.0,126.0,1970,Glen Eira,-37.9147,145.0645,Southern Metropolitan,10969,"-37.9147, 145.0645",Rd,1
890,890,Bentleigh East,71 Victor Rd,4,h,1475000.0,S,hockingstuart,2017-03-18,13.9,3165,4,2,2,674.0,126.0,1970,Glen Eira,-37.9272,145.0786,Southern Metropolitan,10969,"-37.9272, 145.0786",Rd,1
891,891,Bentleigh East,40 Waratah St,4,t,950000.0,PI,Buxton,2017-03-18,13.9,3165,4,2,1,450.0,126.0,1940,Glen Eira,-37.9133,145.0837,Southern Metropolitan,10969,"-37.9133, 145.0837",St,1
892,892,Bentleigh East,1/38 Kennedy St,4,t,1045000.0,S,Buxton,2016-06-18,13.9,3165,4,2,1,316.0,190.0,2010,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969,"-37.9198, 145.0789",St,1
893,893,Bentleigh East,3/14 Malane St,3,h,750000.0,PI,Hodges,2016-06-18,13.9,3165,3,2,1,188.0,126.0,1970,Glen Eira,-37.9193,145.0553,Southern Metropolitan,10969,"-37.9193, 145.0553",St,1
894,894,Bentleigh East,2/111 Marlborough St,3,u,800000.0,PI,Buxton,2016-06-18,13.9,3165,3,2,2,252.0,126.0,1994,Glen Eira,-37.9085,145.0683,Southern Metropolitan,10969,"-37.9085, 145.0683",St,1
895,895,Bentleigh East,2/119 Marlborough St,2,u,655000.0,S,hockingstuart,2016-06-18,13.9,3165,2,1,1,154.0,80.0,2000,Glen Eira,-37.9079,145.0685,Southern Metropolitan,10969,"-37.9079, 145.0685",St,1
896,896,Bentleigh East,3 Molden St,5,h,1550000.0,S,Hodges,2016-06-18,13.9,3165,5,3,2,623.0,257.0,1950,Glen Eira,-37.9066,145.0541,Southern Metropolitan,10969,"-37.9066, 145.0541",St,1
897,897,Bentleigh East,2/53 Moylan St,3,h,835000.0,S,Woodards,2016-06-18,13.9,3165,3,1,1,250.0,105.0,1980,Glen Eira,-37.9087,145.0537,Southern Metropolitan,10969,"-37.9087, 145.0537",St,1
898,898,Bentleigh East,75 Orange St,3,h,1140000.0,S,hockingstuart,2016-06-18,13.9,3165,4,1,3,701.0,126.0,1970,Glen Eira,-37.9178,145.0815,Southern Metropolitan,10969,"-37.9178, 145.0815",St,1
899,899,Bentleigh East,18 Paloma St,2,h,1120000.0,S,hockingstuart,2016-06-18,13.9,3165,3,1,2,678.0,126.0,1970,Glen Eira,-37.9146,145.0767,Southern Metropolitan,10969,"-37.9146, 145.0767",St,1
900,900,Bentleigh East,31b Purtell St,4,t,1465000.0,S,Buxton,2016-06-18,13.9,3165,3,2,2,319.0,256.0,2015,Glen Eira,-37.9256,145.0533,Southern Metropolitan,10969,"-37.9256, 145.0533",St,1
901,901,Bentleigh East,24 Veronica St,3,h,910000.0,S,Buxton,2016-06-18,13.9,3165,3,1,1,587.0,96.0,1950,Glen Eira,-37.9241,145.0763,Southern Metropolitan,10969,"-37.9241, 145.0763",St,1
902,902,Bentleigh East,2/14 Wamba Rd,3,u,920000.0,SP,Buxton,2016-06-18,13.9,3165,3,2,1,388.0,123.0,2007,Glen Eira,-37.9329,145.053,Southern Metropolitan,10969,"-37.9329, 145.053",Rd,1
903,903,Bentleigh East,14 Charles St,3,t,935000.0,S,hockingstuart,2016-11-19,13.9,3165,3,2,2,230.0,160.0,2012,Glen Eira,-37.9179,145.0592,Southern Metropolitan,10969,"-37.9179, 145.0592",St,1
904,904,Bentleigh East,14 Florence St,3,h,977000.0,S,Buxton,2016-11-19,13.9,3165,3,1,2,543.0,163.0,1970,Glen Eira,-37.9242,145.0705,Southern Metropolitan,10969,"-37.9242, 145.0705",St,1
905,905,Bentleigh East,1 Jassa St,3,h,1352000.0,S,Woodards,2016-11-19,13.9,3165,3,1,2,686.0,122.0,1950,Glen Eira,-37.9113,145.0765,Southern Metropolitan,10969,"-37.9113, 145.0765",St,1
906,906,Bentleigh East,12 Millard St,4,h,1115000.0,SP,Buxton,2016-11-19,13.9,3165,4,2,2,575.0,160.0,1960,Glen Eira,-37.9274,145.0654,Southern Metropolitan,10969,"-37.9274, 145.0654",St,1
907,907,Bentleigh East,4 Adrian St,3,h,780000.0,VB,hockingstuart,2016-05-22,13.9,3165,3,1,1,710.0,126.0,1966,Glen Eira,-37.9324,145.0577,Southern Metropolitan,10969,"-37.9324, 145.0577",St,1
908,908,Bentleigh East,40 Chesterville Dr,3,h,1115000.0,SP,hockingstuart,2016-05-22,13.9,3165,3,2,2,1080.0,126.0,1970,Glen Eira,-37.9233,145.0674,Southern Metropolitan,10969,"-37.9233, 145.0674",Dr,1
909,909,Bentleigh East,54 Elizabeth St,3,h,1197000.0,S,Buxton,2016-05-22,13.9,3165,3,1,2,692.0,147.0,1949,Glen Eira,-37.9232,145.0563,Southern Metropolitan,10969,"-37.9232, 145.0563",St,1
910,910,Bentleigh East,2/10 Matthews Rd,2,u,485000.0,SP,Buxton,2016-05-22,13.9,3165,2,2,2,0.0,83.0,2011,Glen Eira,-37.9292,145.0708,Southern Metropolitan,10969,"-37.9292, 145.0708",Rd,1
911,911,Bentleigh East,1/26 Patricia St,3,u,810000.0,S,Woodards,2016-05-22,13.9,3165,3,2,1,316.0,126.0,1950,Glen Eira,-37.9245,145.0773,Southern Metropolitan,10969,"-37.9245, 145.0773",St,1
912,912,Bentleigh East,39 Shrewsbury St,4,h,1365000.0,PI,Marshall,2016-05-22,13.9,3165,4,1,1,582.0,151.0,1960,Glen Eira,-37.9129,145.0598,Southern Metropolitan,10969,"-37.9129, 145.0598",St,1
913,913,Bentleigh East,579 Warrigal Rd,3,h,700000.0,S,Thomson,2016-05-22,13.9,3165,0,0,0,456.0,126.0,1970,Glen Eira,-37.9314,145.0808,Southern Metropolitan,10969,"-37.9314, 145.0808",Rd,1
914,914,Bentleigh East,10 Boronia St,4,h,1698888.0,S,hockingstuart,2016-08-22,13.9,3165,4,2,2,598.0,337.0,2006,Glen Eira,-37.9138,145.0774,Southern Metropolitan,10969,"-37.9138, 145.0774",St,0
915,915,Bentleigh East,20 McGuinness Rd,4,h,1150000.0,S,Buxton,2016-08-22,13.9,3165,4,2,2,639.0,126.0,1970,Glen Eira,-37.9258,145.075,Southern Metropolitan,10969,"-37.9258, 145.075",Rd,0
916,916,Bentleigh East,6/1126 North Rd,2,u,340000.0,VB,Gary,2016-08-22,13.9,3165,2,1,1,0.0,126.0,2012,Glen Eira,-37.9096,145.0843,Southern Metropolitan,10969,"-37.9096, 145.0843",Rd,0
917,917,Bentleigh East,76 Bignell Rd,3,h,1000000.0,S,Woodards,2016-09-24,13.9,3165,3,1,2,576.0,126.0,1970,Glen Eira,-37.9362,145.0691,Southern Metropolitan,10969,"-37.9362, 145.0691",Rd,1
918,918,Bentleigh East,5a Cavalier St,3,t,965000.0,S,Buxton,2016-09-24,13.9,3165,3,2,1,283.0,28.0,2010,Glen Eira,-37.9142,145.08,Southern Metropolitan,10969,"-37.9142, 145.08",St,1
919,919,Bentleigh East,2/5 Connie St,3,u,870000.0,S,Woodards,2016-09-24,13.9,3165,3,2,2,365.0,150.0,2011,Glen Eira,-37.9225,145.0754,Southern Metropolitan,10969,"-37.9225, 145.0754",St,1
920,920,Bentleigh East,23 Gardeners Rd,3,h,1405000.0,S,Woodards,2016-09-24,13.9,3165,3,1,1,764.0,126.0,1970,Glen Eira,-37.9143,145.0629,Southern Metropolitan,10969,"-37.9143, 145.0629",Rd,1
921,921,Bentleigh East,123 MacKie Rd,3,h,1161000.0,S,hockingstuart,2016-09-24,13.9,3165,3,2,3,629.0,168.0,1950,Glen Eira,-37.912,145.0752,Southern Metropolitan,10969,"-37.912, 145.0752",Rd,1
922,922,Bentleigh East,11 Melball St,3,h,1266000.0,S,hockingstuart,2016-09-24,13.9,3165,3,1,3,676.0,146.0,1970,Glen Eira,-37.9307,145.0531,Southern Metropolitan,10969,"-37.9307, 145.0531",St,1
923,923,Bentleigh East,2/8 Rudyard St,3,t,700000.0,PI,hockingstuart,2016-09-24,13.9,3165,3,2,2,194.0,200.0,2008,Glen Eira,-37.9272,145.0801,Southern Metropolitan,10969,"-37.9272, 145.0801",St,1
924,924,Bentleigh East,2A Barrani St,4,t,1325000.0,S,Buxton,2017-02-25,13.9,3165,4,4,2,363.0,265.0,2012,Glen Eira,-37.9116,145.0686,Southern Metropolitan,10969,"-37.9116, 145.0686",St,1
925,925,Bentleigh East,2/16 Bessie St,3,u,770000.0,PI,hockingstuart,2017-02-25,13.9,3165,3,2,1,281.0,132.0,2005,Glen Eira,-37.9257,145.0811,Southern Metropolitan,10969,"-37.9257, 145.0811",St,1
926,926,Bentleigh East,177 Bignell Rd,3,h,1110000.0,S,hockingstuart,2017-02-25,13.9,3165,3,1,6,542.0,538.0,1970,Glen Eira,-37.9272,145.0705,Southern Metropolitan,10969,"-37.9272, 145.0705",Rd,1
927,927,Bentleigh East,1/6 Brad St,1,u,380000.0,S,hockingstuart,2017-02-25,13.9,3165,1,1,1,0.0,99.0,1970,Glen Eira,-37.9315,145.0619,Southern Metropolitan,10969,"-37.9315, 145.0619",St,1
928,928,Bentleigh East,98 Brady Rd,4,h,1175000.0,S,RT,2017-02-25,13.9,3165,4,2,2,620.0,158.0,1980,Glen Eira,-37.9281,145.0669,Southern Metropolitan,10969,"-37.9281, 145.0669",Rd,1
929,929,Bentleigh East,3 Forrest St,3,h,1200000.0,S,Woodards,2017-02-25,13.9,3165,3,1,1,640.0,120.0,1960,Glen Eira,-37.916,145.0776,Southern Metropolitan,10969,"-37.916, 145.0776",St,1
930,930,Bentleigh East,88 MacKie Rd,4,h,1370000.0,SP,Gary,2017-02-25,13.9,3165,4,1,2,684.0,196.0,1970,Glen Eira,-37.9147,145.0751,Southern Metropolitan,10969,"-37.9147, 145.0751",Rd,1
931,931,Bentleigh East,4 Mawby Rd,4,h,1433500.0,S,Hodges,2017-02-25,13.9,3165,4,1,1,725.0,186.0,1950,Glen Eira,-37.9289,145.0502,Southern Metropolitan,10969,"-37.9289, 145.0502",Rd,1
932,932,Bentleigh East,370 McKinnon Rd,2,h,1630000.0,S,C21,2017-02-25,13.9,3165,2,1,2,724.0,126.0,1970,Glen Eira,-37.9135,145.0557,Southern Metropolitan,10969,"-37.9135, 145.0557",Rd,1
933,933,Bentleigh East,43 Wards Gr,3,h,1360000.0,SP,Woodards,2017-02-25,13.9,3165,3,1,3,676.0,126.0,1970,Glen Eira,-37.9233,145.0616,Southern Metropolitan,10969,"-37.9233, 145.0616",Gr,1
934,934,Bentleigh East,45 Chesterville Dr,4,h,900000.0,VB,Gary,2016-07-26,13.9,3165,3,1,2,741.0,126.0,1970,Glen Eira,-37.9229,145.0673,Southern Metropolitan,10969,"-37.9229, 145.0673",Dr,0
935,935,Bentleigh East,61 Molden St,3,t,860000.0,PI,hockingstuart,2016-07-26,13.9,3165,3,2,1,210.0,131.0,2005,Glen Eira,-37.9075,145.061,Southern Metropolitan,10969,"-37.9075, 145.061",St,0
936,936,Bentleigh East,30 Browns Rd,2,u,772500.0,S,other,2016-06-27,13.9,3165,2,1,2,318.0,126.0,1970,Glen Eira,-37.9218,145.0563,Southern Metropolitan,10969,"-37.9218, 145.0563",Rd,0
937,937,Bentleigh East,15 Cormick St,3,h,1001000.0,S,Gary,2016-06-27,13.9,3165,3,1,1,598.0,126.0,1970,Glen Eira,-37.9216,145.07299999999995,Southern Metropolitan,10969,"-37.9216, 145.073",St,0
938,938,Bentleigh East,3/2 Garden Rd,2,u,715000.0,S,hockingstuart,2016-06-27,13.9,3165,2,1,1,194.0,114.0,1995,Glen Eira,-37.9107,145.0598,Southern Metropolitan,10969,"-37.9107, 145.0598",Rd,0
939,939,Bentleigh East,6 Gray St,3,h,801000.0,S,Buxton,2016-06-27,13.9,3165,3,1,1,0.0,126.0,1970,Glen Eira,-37.9218,145.053,Southern Metropolitan,10969,"-37.9218, 145.053",St,0
940,940,Bentleigh East,2/5 Pell St,3,t,882000.0,S,Ray,2016-06-27,13.9,3165,3,2,2,208.0,126.0,1970,Glen Eira,-37.9108,145.0794,Southern Metropolitan,10969,"-37.9108, 145.0794",St,0
941,941,Bentleigh East,41 Wards Gr,2,h,1180000.0,S,Buxton,2016-06-27,13.9,3165,2,1,1,687.0,126.0,1970,Glen Eira,-37.9234,145.0616,Southern Metropolitan,10969,"-37.9234, 145.0616",Gr,0
942,942,Bentleigh East,30A Almurta Rd,3,t,840000.0,S,Buxton,2016-11-27,13.9,3165,3,2,2,222.0,126.0,1970,Glen Eira,-37.9241,145.0668,Southern Metropolitan,10969,"-37.9241, 145.0668",Rd,1
943,943,Bentleigh East,1/811 Centre Rd,2,h,710000.0,S,Buxton,2016-11-27,13.9,3165,2,1,1,0.0,115.0,1950,Glen Eira,-37.9212,145.0606,Southern Metropolitan,10969,"-37.9212, 145.0606",Rd,1
944,944,Bentleigh East,335 Chesterville Rd,4,h,1040000.0,VB,Buxton,2016-11-27,13.9,3165,4,2,2,643.0,126.0,1970,Glen Eira,-37.9295,145.063,Southern Metropolitan,10969,"-37.9295, 145.063",Rd,1
945,945,Bentleigh East,71 Deakin St,5,h,1550000.0,PI,hockingstuart,2016-11-27,13.9,3165,5,3,2,583.0,296.0,2007,Glen Eira,-37.9143,145.0699,Southern Metropolitan,10969,"-37.9143, 145.0699",St,1
946,946,Bentleigh East,2/42 Gowrie St,3,h,930000.0,S,Buxton,2016-11-27,13.9,3165,3,2,2,258.0,126.0,1970,Glen Eira,-37.9162,145.0799,Southern Metropolitan,10969,"-37.9162, 145.0799",St,1
947,947,Bentleigh East,2/12 Hodgson Gr,3,u,790000.0,S,hockingstuart,2016-11-27,13.9,3165,3,1,2,406.0,100.0,1996,Glen Eira,-37.9286,145.0737,Southern Metropolitan,10969,"-37.9286, 145.0737",Gr,1
948,948,Bentleigh East,5 Konrad St,3,h,1040000.0,S,Hodges,2016-11-27,13.9,3165,3,1,2,625.0,126.0,1970,Glen Eira,-37.927,145.0645,Southern Metropolitan,10969,"-37.927, 145.0645",St,1
949,949,Bentleigh East,18 Patricia St,3,h,1020000.0,S,Nick,2016-11-27,13.9,3165,3,1,2,596.0,144.0,1960,Glen Eira,-37.9251,145.0771,Southern Metropolitan,10969,"-37.9251, 145.0771",St,1
950,950,Bentleigh East,2 Sanicki Ct,3,t,670000.0,PI,other,2016-11-27,13.9,3165,3,1,2,233.0,126.0,1970,Glen Eira,-37.9376,145.0784,Southern Metropolitan,10969,"-37.9376, 145.0784",Ct,1
951,951,Bentleigh East,2/25 Brooks St,3,u,800000.0,S,Woodards,2016-05-28,13.9,3165,3,2,2,261.0,126.0,1970,Glen Eira,-37.9163,145.0779,Southern Metropolitan,10969,"-37.9163, 145.0779",St,1
952,952,Bentleigh East,2/34 Browns Rd,4,t,1120000.0,PI,Buxton,2016-05-28,13.9,3165,3,2,2,209.0,126.0,1970,Glen Eira,-37.9213,145.0565,Southern Metropolitan,10969,"-37.9213, 145.0565",Rd,1
953,953,Bentleigh East,16a Daphne St,3,t,970000.0,VB,hockingstuart,2016-05-28,13.9,3165,3,2,2,321.0,126.0,1970,Glen Eira,-37.9181,145.0586,Southern Metropolitan,10969,"-37.9181, 145.0586",St,1
954,954,Bentleigh East,1/4 Daphne St,3,t,787500.0,S,Hodges,2016-05-28,13.9,3165,3,2,1,300.0,126.0,1970,Glen Eira,-37.9189,145.0584,Southern Metropolitan,10969,"-37.9189, 145.0584",St,1
955,955,Bentleigh East,24 Kurrajong St,3,h,950000.0,PI,Greg,2016-05-28,13.9,3165,3,1,1,598.0,126.0,1970,Glen Eira,-37.9129,145.0786,Southern Metropolitan,10969,"-37.9129, 145.0786",St,1
956,956,Bentleigh East,3b Manuka St,3,h,886000.0,S,Ray,2016-05-28,13.9,3165,3,2,1,185.0,122.0,2012,Glen Eira,-37.9159,145.0787,Southern Metropolitan,10969,"-37.9159, 145.0787",St,1
957,957,Bentleigh East,36a Barrington St,3,t,780000.0,PI,Buxton,2016-08-28,13.9,3165,3,2,1,209.0,126.0,1970,Glen Eira,-37.9131,145.07,Southern Metropolitan,10969,"-37.9131, 145.07",St,1
958,958,Bentleigh East,3 Belinda Ct,4,h,1015000.0,S,C21,2016-08-28,13.9,3165,4,2,3,625.0,198.0,1997,Glen Eira,-37.9374,145.0726,Southern Metropolitan,10969,"-37.9374, 145.0726",Ct,1
959,959,Bentleigh East,1/3 Brady Rd,3,u,830000.0,S,Woodards,2016-08-28,13.9,3165,3,2,2,395.0,126.0,2001,Glen Eira,-37.9364,145.0649,Southern Metropolitan,10969,"-37.9364, 145.0649",Rd,1
960,960,Bentleigh East,9 Colin St,3,h,1241000.0,S,Hodges,2016-08-28,13.9,3165,3,1,1,643.0,126.0,1970,Glen Eira,-37.9237,145.0527,Southern Metropolitan,10969,"-37.9237, 145.0527",St,1
961,961,Bentleigh East,27 Connie St,4,h,1255000.0,S,Buxton,2016-08-28,13.9,3165,4,2,2,610.0,167.0,1950,Glen Eira,-37.9207,145.0757,Southern Metropolitan,10969,"-37.9207, 145.0757",St,1
962,962,Bentleigh East,8 Marlborough St,3,h,1320000.0,S,Buxton,2016-08-28,13.9,3165,3,1,1,593.0,94.0,1950,Glen Eira,-37.9178,145.067,Southern Metropolitan,10969,"-37.9178, 145.067",St,1
963,963,Bentleigh East,1/39 Neville St,3,h,870000.0,S,Gary,2016-08-28,13.9,3165,3,2,1,326.0,133.0,1950,Glen Eira,-37.9236,145.0545,Southern Metropolitan,10969,"-37.9236, 145.0545",St,1
964,964,Bentleigh East,4 Wingate St,4,h,1472500.0,S,hockingstuart,2016-08-28,13.9,3165,4,2,2,592.0,219.0,2013,Glen Eira,-37.9351,145.0572,Southern Metropolitan,10969,"-37.9351, 145.0572",St,1
965,965,Bentleigh East,25 Anarth St,2,h,640000.0,PI,hockingstuart,2016-07-30,13.9,3165,2,2,2,298.0,118.0,2005,Glen Eira,-37.908,145.0716,Southern Metropolitan,10969,"-37.908, 145.0716",St,1
966,966,Bentleigh East,115 Bignell Rd,2,h,1160000.0,S,Buxton,2016-07-30,13.9,3165,2,1,2,750.0,126.0,1970,Glen Eira,-37.9325,145.0694,Southern Metropolitan,10969,"-37.9325, 145.0694",Rd,1
967,967,Bentleigh East,12 John St,4,h,1306000.0,S,Buxton,2016-07-30,13.9,3165,3,2,1,651.0,126.0,1970,Glen Eira,-37.919,145.0558,Southern Metropolitan,10969,"-37.919, 145.0558",St,1
968,968,Bentleigh East,41 Mawby Rd,3,h,1291000.0,S,hockingstuart,2016-07-30,13.9,3165,3,1,2,635.0,126.0,1970,Glen Eira,-37.9291,145.0538,Southern Metropolitan,10969,"-37.9291, 145.0538",Rd,1
969,969,Box Hill,32 Margaret St,4,h,1620000.0,S,hockingstuart,2016-09-03,13.1,3128,4,2,2,697.0,255.0,1940,Whitehorse,-37.8151,145.135,Eastern Metropolitan,4605,"-37.8151, 145.135",St,1
970,970,Box Hill,6/29 Barkly St,2,u,645000.0,S,McGrath,2017-03-04,13.1,3128,2,1,1,140.0,81.0,1965,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605,"-37.8271, 145.1299",St,1
971,971,Box Hill,1/1 Cherryhinton St,2,u,790000.0,S,Noel,2017-03-04,13.1,3128,2,1,1,195.0,126.0,1970,Whitehorse,-37.826,145.129,Eastern Metropolitan,4605,"-37.826, 145.129",St,1
972,972,Box Hill,4/425 Station St,4,h,880000.0,S,Ray,2017-03-04,13.1,3128,4,2,2,206.0,126.0,2003,Whitehorse,-37.828,145.1215,Eastern Metropolitan,4605,"-37.828, 145.1215",St,1
